task_id,task,model,outcome,planner_n_turns,planner_total_tokens,planner_mean_tokens_per_turn,planner_token_slope,planner_brief_cosine_mean,planner_brief_cosine_slope,planner_brief_cosine_max,planner_brief_jaccard_mean,planner_brief_jaccard_slope,planner_self_repetition_mean,planner_novelty_mean,planner_novelty_slope,planner_klrd_slope,planner_klrd_final,planner_klrd_auc,planner_klrd_excess_slope,planner_klrd_excess_final,planner_rolestab_mean,planner_rolestab_min,planner_rolestab_slope,planner_vcv_mean,planner_vcv_max,planner_vcv_slope,planner_lz76,planner_participation_ratio,planner_top1_var,planner_effective_rank,executor_n_turns,executor_total_tokens,executor_mean_tokens_per_turn,executor_token_slope,executor_brief_cosine_mean,executor_brief_cosine_slope,executor_brief_cosine_max,executor_brief_jaccard_mean,executor_brief_jaccard_slope,executor_self_repetition_mean,executor_novelty_mean,executor_novelty_slope,executor_klrd_slope,executor_klrd_final,executor_klrd_auc,executor_klrd_excess_slope,executor_klrd_excess_final,executor_rolestab_mean,executor_rolestab_min,executor_rolestab_slope,executor_vcv_mean,executor_vcv_max,executor_vcv_slope,executor_lz76,executor_participation_ratio,executor_top1_var,executor_effective_rank,critic_n_turns,critic_total_tokens,critic_mean_tokens_per_turn,critic_token_slope,critic_brief_cosine_mean,critic_brief_cosine_slope,critic_brief_cosine_max,critic_brief_jaccard_mean,critic_brief_jaccard_slope,critic_self_repetition_mean,critic_novelty_mean,critic_novelty_slope,critic_klrd_slope,critic_klrd_final,critic_klrd_auc,critic_klrd_excess_slope,critic_klrd_excess_final,critic_rolestab_mean,critic_rolestab_min,critic_rolestab_slope,critic_vcv_mean,critic_vcv_max,critic_vcv_slope,critic_lz76,critic_participation_ratio,critic_top1_var,critic_effective_rank
sharded-GSM8K/1246,math,meta-llama/llama-3.1-8b-instruct,1,4,438,109.5,19.19999999999999,0.7365279793739319,0.0547261238098143,0.8003970384597778,0.35316454167874045,0.03972520042499756,0.9187392989794413,0.4016477626822884,-0.24016352985167663,0.22832781417461964,0.8702208536461726,1.5622755719949715,0.003557649299947696,0.01559886370402086,0.5662166178226471,0.5103043913841248,-0.039387893676757935,0.4025551776091258,0.4308299422264099,-0.026367411017417908,,2.474958658218384,0.5320101380348206,2.692451238632202,4,548,137.0,36.6,0.8157791793346405,0.0013813138008116337,0.9094196557998657,0.28683895243381474,0.05370213894202652,0.8068996667861938,0.5017605219116097,-0.2639259282216578,0.2234879206379207,0.9138094935826037,1.6559412619555727,-0.009755376562939483,0.03086045652153313,0.45188935101032257,0.3907368779182434,0.007196080684661819,0.6180677016576132,0.6814197897911072,0.05726590752601636,,2.646638870239258,0.4785917401313782,2.797116756439209,4,348,87.0,10.599999999999993,0.5553496330976486,0.1024598300457,0.7818558812141418,0.24446733821733824,0.0943070818070818,0.7455693483352661,0.46092047930283225,-0.1820806100217866,0.2526527845400213,0.993961458533864,1.845524858575208,-0.007474155604552687,0.007859166871386214,0.5138188228011131,0.41917136311531067,-0.04745105206966413,0.6964703400929769,0.8356419801712036,0.14546227455139168,,2.2942774295806885,0.5075953006744385,2.4774601459503174
sharded-GSM8K/1166,math,meta-llama/llama-3.1-8b-instruct,0,7,1747,249.57142857142858,26.82142857142858,0.719241235937391,0.022882663777896342,0.7938918471336365,0.2977635532042123,0.042452563616701744,0.899228056271871,0.2681540392705074,-0.1270931363383452,0.24455414174686904,1.6453532671722422,5.487428019569307,0.016075078405360342,0.055782469449733085,0.46505203417369295,0.38311922550201416,-0.02187716322285787,0.432824303706487,0.6778343915939331,-0.042586612701416,1.723308333814104,3.199251174926758,0.4867638945579529,4.113269329071045,7,1515,216.42857142857142,5.178571428571439,0.7526752863611493,0.007334196141787978,0.7883507013320923,0.22725456097447583,0.007022114766361374,0.8880364199479421,0.31009262817980604,-0.12894878145370575,0.28329227790184963,1.8942270743531862,6.184291954086544,0.018539192108590383,0.08924463563127594,0.43860707112721037,0.3549689054489136,0.0050712206533977304,0.4430452659726143,0.6931494474411011,-0.07157192783696316,1.292481250360578,2.8529977798461914,0.5165053606033325,3.724534749984741,7,1756,250.85714285714286,29.928571428571452,0.569117716380528,0.006012439727783205,0.6052802205085754,0.13839205081755662,-0.005341479299677555,0.9231800635655721,0.2904145526057276,-0.14382100190678274,0.2208720726405529,1.5251101292160953,5.06106930381868,0.0015306992521791109,0.03353805813862687,0.5194550412041801,0.4358278512954712,-0.011219101292746395,0.36140498767296475,0.6773390769958496,-0.0737718935523714,1.723308333814104,2.853423833847046,0.5177768468856812,3.708935499191284
sharded-GSM8K/158,math,meta-llama/llama-3.1-8b-instruct,1,8,1192,149.0,10.047619047619053,0.7320925369858742,0.02483240550472627,0.8284275531768799,0.31720103893534013,0.03686370784807493,0.8991668224334717,0.2639345888973744,-0.09194441425658335,0.2290295731216868,1.8000181622583504,6.813961433460777,0.009567327164845119,0.08635693894030005,0.5568177849054337,0.38549625873565674,-0.028205387649081908,0.4408092073031834,0.5284121036529541,0.0021402356880052278,1.203152109453259,3.881803035736084,0.4232974052429199,4.887134552001953,8,819,102.375,11.440476190476192,0.7642238289117813,-0.005109496059871836,0.8217955827713013,0.24155671456360805,0.004832828671052829,0.8155421103749957,0.3585159100460027,-0.09361649529743464,0.2332546353521906,1.8771687512997175,7.2646564620926295,0.003133265062029366,0.09871031548756126,0.36663704365491867,0.2222936749458313,0.0003055121217455501,0.5896281472274235,0.8432572484016418,-0.030095801821776798,1.203152109453259,3.49381947517395,0.45856064558029175,4.5844807624816895,8,2011,251.375,66.74999999999999,0.5421982519328594,-0.0068360315192313136,0.6872482299804688,0.13269979627056844,-0.0057492313438061654,0.7743781123842511,0.5265931512221357,-0.007966450163938096,0.17819165092464437,1.5095904337001294,5.552421867361229,0.0011089086086177803,0.06612323821242838,0.5475014820694923,0.3260883688926697,-0.03780287007490789,0.6503193165574755,0.9485098123550415,0.04579113104513717,1.6042028126043453,3.8833494186401367,0.41448137164115906,4.922478199005127
sharded-GSM8K/435,math,meta-llama/llama-3.1-8b-instruct,1,4,648,162.0,7.599999999999979,0.503640666604042,0.032221180200576745,0.5753241777420044,0.20341238608119305,0.0469821872410936,0.9131964643796285,0.39149871678743964,-0.20823143115942044,0.227642113772617,0.8440988352215508,1.513012966670976,0.0077579924027650175,0.01436670063532497,0.6225999295711517,0.5932961702346802,-0.02463622093200688,0.40805400411287945,0.5236482620239258,0.0741741955280305,,2.3711154460906982,0.5448905229568481,2.601473808288574,4,266,66.5,21.4,0.8602751791477203,0.02581511735916125,0.9141169786453247,0.2629680026389576,0.029515091538842145,0.8895405729611715,0.5925490196078431,-0.186980392156863,0.27166456420771723,1.1108632651458066,2.128442180860391,-0.01874435049512304,-0.0012444262491373426,0.4378506690263748,0.40179964900016785,0.018207168579101488,0.4689490298430125,0.5042509436607361,-0.038453832268714884,,2.448383092880249,0.5462397336959839,2.684638738632202,4,562,140.5,18.39999999999999,0.42684488371014595,0.174707855284214,0.6718670725822449,0.15015448158273803,0.052017461857306636,0.8290417790412903,0.5389594166021315,-0.18939207876977562,0.20487401216580117,0.7830102631029988,1.4213130460422738,0.001412057740353226,0.01937371824773504,0.6648938059806824,0.5430911183357239,-0.06490222215652472,0.5844259659449259,0.6100038886070251,-0.02284669876098619,,2.0861825942993164,0.6426293253898621,2.4412736892700195
sharded-GSM8K/1190,math,meta-llama/llama-3.1-8b-instruct,0,8,1513,189.125,25.083333333333332,0.7586642578244209,0.008937575277828087,0.8284878730773926,0.24424475825437733,0.028981090694091462,0.8666925345148359,0.28254832580177897,-0.07493475472520103,0.21736017249921277,1.6705455802856148,6.456287324372266,0.013307293819517608,0.06784350750963175,0.3768603131175041,0.2415376603603363,-0.019266467718850978,0.5152656010219029,0.5474075078964233,3.243344170705677e-05,1.6042028126043453,4.948319911956787,0.3358568251132965,5.799342632293701,8,1476,184.5,13.619047619047619,0.7906391248106956,0.0025441341456913197,0.8422106504440308,0.20195390871107372,0.020227795058774,0.8767306634357998,0.30846144620356086,-0.0942429843007546,0.2527442032938768,1.9530074628529999,7.255803496880043,0.021302453774565137,0.15196525846774644,0.3930123336613178,0.333147794008255,0.002562472153277636,0.4807910748890468,0.7574549317359924,-0.03810649471623558,1.6042028126043453,4.526162624359131,0.3276587128639221,5.419617176055908,8,1505,188.125,18.72619047619047,0.5292758345603943,0.02005354705311004,0.6463222503662109,0.16307536389958943,0.00028581280906027253,0.7895880767277309,0.33883095339866787,-0.08533359816585988,0.19497808126523852,1.5082618908543997,5.893034067890074,0.0061300188220170795,0.05138742438150623,0.5958974920213223,0.47564271092414856,-0.02725192159414285,0.6276117563247681,0.8511193990707397,-0.0035419804709297966,1.6042028126043453,4.830740928649902,0.2968032658100128,5.5863566398620605
sharded-GSM8K/14,math,meta-llama/llama-3.1-8b-instruct,0,5,1201,240.2,101.79999999999998,0.7689735889434814,-0.00813653469085706,0.7851635217666626,0.28453554919656615,0.02664812657371565,0.9095160812139511,0.36736818530175525,-0.198912431081051,0.2249098058222261,1.1126677305245931,2.636455270795558,-0.005126893889483454,-0.005448902628279795,0.475292706489563,0.462862491607666,-0.004831624031066905,0.4237165302038193,0.48359331488609314,-0.02389265894889839,1.5,3.091275453567505,0.46291741728782654,3.458721876144409,5,1388,277.6,21.099999999999987,0.7188998699188233,0.01069707274436944,0.780890166759491,0.22643288599944947,0.04168268264243495,0.861232653260231,0.3444793589508113,-0.1893860745989452,0.23001560003338403,1.127203110183937,2.651953281475817,-0.0029958129480098955,0.02153250171006782,0.4223158061504364,0.3741786479949951,0.022300231456756563,0.5229712501168251,0.5965141654014587,-0.043080535531044066,1.5,3.0386009216308594,0.4766620993614197,3.440303325653076,5,1284,256.8,4.999999999999984,0.47457427382469175,0.013736084103584267,0.5527119636535645,0.11380368998780976,-0.0006732834095039042,0.8179297745227814,0.4551563583397432,-0.1774675431135856,0.18165994988233977,0.8994135092651013,2.0831414931687595,0.00020012822046712542,0.038437966567721915,0.6821838855743408,0.6165169477462769,-0.016963410377502496,0.6000663563609123,0.6712169051170349,0.022570362687110827,1.5,3.497544765472412,0.3610643744468689,3.717179536819458
sharded-GSM8K/237,math,meta-llama/llama-3.1-8b-instruct,0,5,600,120.0,28.299999999999997,0.672888970375061,0.037203997373580905,0.7237855195999146,0.20729335400636292,0.03583062017024283,0.834288477897644,0.41690401552470513,-0.17756530825496347,0.22890929133799215,1.1365663786606446,2.7664402675391457,-0.010089918766917633,-0.004474543894596117,0.5156115889549255,0.44842690229415894,-0.026899695396423336,0.56561029702425,0.6448954343795776,0.08080276548862451,1.5,2.4260027408599854,0.5843854546546936,2.9629948139190674,5,494,98.8,-1.5000000000000122,0.7318602323532104,-0.03246626853942871,0.84084153175354,0.19454415451947443,-0.02007662391933429,0.748634546995163,0.4492857142857143,-0.14654761904761918,0.24374813565701367,1.214700912921781,2.8659841830514012,8.643072537236884e-05,0.062458782306126226,0.4584163248538971,0.41747981309890747,-0.023501890897750895,0.6922264397144318,0.8618061542510986,0.09681184291839592,1.5,3.031949520111084,0.4689520597457886,3.413428544998169,5,777,155.4,8.59999999999998,0.5540619969367981,-0.014494329690933238,0.6778278946876526,0.16325487046349463,-0.005599204890155362,0.813158705830574,0.35312921926558294,-0.2124596237096238,0.21219463621493023,1.0335320591027675,2.305545296962807,-0.0016482169009456912,0.03676200888957715,0.7204259872436524,0.6245906949043274,-0.0007811844348907703,0.6008450090885162,0.7318839430809021,-0.07555092573165907,1.5,3.2819244861602783,0.42368921637535095,3.5680322647094727
sharded-GSM8K/215,math,meta-llama/llama-3.1-8b-instruct,1,4,784,196.0,29.999999999999982,0.6553190350532532,0.06346071958541859,0.7287507653236389,0.16389175923533972,0.021289072591061727,0.8971689343452454,0.41613704355792214,-0.24483617468974123,0.20648388159741446,0.7941176913414482,1.473972722984401,-0.002558507362990916,0.004154577957111716,0.4987715929746628,0.4224088788032532,-0.057547765970230244,0.45152027408281964,0.49825218319892883,-0.05124621093273167,,2.1052873134613037,0.624950647354126,2.4171559810638428,4,523,130.75,29.499999999999986,0.7083488702774048,0.0023530125617979886,0.7667665481567383,0.1591993330611134,0.01638015516537358,0.7763369679450989,0.5151003073907741,-0.23233965975507456,0.22965547419592522,0.8868425082104632,1.6456787126892807,-0.004995630903046066,0.00786533426420144,0.4397166594862938,0.4221333861351013,-0.011520436406135622,0.6630932291348776,0.7631902694702148,-0.06273439526557918,,2.4890682697296143,0.5369005799293518,2.7121999263763428,4,846,211.5,25.399999999999977,0.32506608217954636,0.1047353357076645,0.4302038550376892,0.06711074577643493,0.004884919577001681,0.7511038184165955,0.5426927942108899,-0.21499515786618062,0.19743300237915676,0.7402976692479627,1.2994290587867938,0.0044475475411977555,0.022869352218369166,0.6560019105672836,0.5581586956977844,-0.067295140028,0.6939872105916342,0.8703739047050476,-0.11706498265266407,,2.265495777130127,0.5996525287628174,2.5765185356140137
sharded-GSM8K/621,math,meta-llama/llama-3.1-8b-instruct,0,6,1348,224.66666666666666,17.657142857142848,0.7852280139923096,0.016871755463736388,0.8164381980895996,0.26842145578180404,0.037908934427429423,0.8412187099456787,0.29689677697302347,-0.152142023880461,0.23205741717858486,1.3553874917685023,3.794823244482409,0.008817697559146359,0.0486645643569823,0.3605343649784724,0.2767539918422699,-0.022920406716210522,0.5475517034530639,0.7561901807785034,-0.09242363274097452,1.3931568569324173,3.051129102706909,0.48546648025512695,3.688697099685669,6,1913,318.8333333333333,20.19999999999999,0.7153565982977549,-0.015570632049015615,0.7496358156204224,0.19327948567168593,0.009885424179504642,0.9030259013175964,0.2589545920177894,-0.15590752936943778,0.25843006394553836,1.5004641449849943,4.223204464951703,0.009321509619432997,0.046481257564458645,0.3387167900800705,0.28517693281173706,-0.006554790054048826,0.4103908658027649,0.7169560790061951,-0.09276470243930822,1.3931568569324173,2.4107015132904053,0.5968257188796997,3.1383144855499268,6,952,158.66666666666666,30.914285714285704,0.44709017872810364,0.014901631219046434,0.5799063444137573,0.11871729190347013,0.0061377879021382855,0.7210242867469787,0.45352147953167243,-0.150632444851593,0.2858575807805536,1.6478284203108504,4.921092879303322,0.01848391008177883,0.04815391790011536,0.45393045246601105,0.30661141872406006,-0.024416898829596394,0.7061955153942108,1.1029460430145264,-0.16466670036315942,1.3931568569324173,3.309866428375244,0.4426801800727844,3.878159523010254
sharded-GSM8K/968,math,meta-llama/llama-3.1-8b-instruct,0,9,2672,296.8888888888889,32.06666666666667,0.8207055793868171,0.017303037643432606,0.8700512051582336,0.2952736604325422,0.01796759907548752,0.9413532614707947,0.2611747912277884,-0.09387255358443544,0.21947701007792042,1.9411865412289333,8.271406944020491,0.016111155905441932,0.11846687895592556,0.4147768219312032,0.31384915113449097,-0.026548155148824026,0.32564980909228325,0.4988376498222351,-0.03908103243226091,1.125,2.6422955989837646,0.583358108997345,3.964888334274292,9,2387,265.22222222222223,45.54999999999999,0.796525862481859,-0.013353375593821154,0.873313307762146,0.20653367102660355,-0.0058371174188389845,0.8694360107183456,0.43761327555143636,-0.05459056973672369,0.22662316003867905,2.1077994193582703,8.97929741129402,0.00723086145684521,0.130282804075885,0.3863521350754632,0.32665586471557617,-0.0016395772496858936,0.5077960714697838,0.6188496351242065,-0.0018871071792783654,1.5,3.4970362186431885,0.49227795004844666,5.113826274871826,9,2599,288.77777777777777,44.33333333333333,0.7294094297620985,0.034708461165428195,0.8703199625015259,0.2332812266142955,-0.001957303254113742,0.8624314591288567,0.36118920292085566,-0.05596175513597118,0.22435968836903344,2.015912994020528,8.32294834831292,0.018269203370451792,0.14951678623993137,0.39406440986527336,0.20257404446601868,-0.030313930412133497,0.4877922609448433,0.8926969766616821,-0.025556161290123294,1.5,3.666851043701172,0.39594247937202454,4.570018291473389
