task_id,task,model,outcome,planner_n_turns,planner_total_tokens,planner_mean_tokens_per_turn,planner_token_slope,planner_brief_cosine_mean,planner_brief_cosine_slope,planner_brief_cosine_max,planner_brief_jaccard_mean,planner_brief_jaccard_slope,planner_self_repetition_mean,planner_novelty_mean,planner_novelty_slope,planner_klrd_slope,planner_klrd_final,planner_klrd_auc,planner_klrd_excess_slope,planner_klrd_excess_final,planner_rolestab_mean,planner_rolestab_min,planner_rolestab_slope,planner_vcv_mean,planner_vcv_max,planner_vcv_slope,planner_lz76,planner_participation_ratio,planner_top1_var,planner_effective_rank,executor_n_turns,executor_total_tokens,executor_mean_tokens_per_turn,executor_token_slope,executor_brief_cosine_mean,executor_brief_cosine_slope,executor_brief_cosine_max,executor_brief_jaccard_mean,executor_brief_jaccard_slope,executor_self_repetition_mean,executor_novelty_mean,executor_novelty_slope,executor_klrd_slope,executor_klrd_final,executor_klrd_auc,executor_klrd_excess_slope,executor_klrd_excess_final,executor_rolestab_mean,executor_rolestab_min,executor_rolestab_slope,executor_vcv_mean,executor_vcv_max,executor_vcv_slope,executor_lz76,executor_participation_ratio,executor_top1_var,executor_effective_rank,critic_n_turns,critic_total_tokens,critic_mean_tokens_per_turn,critic_token_slope,critic_brief_cosine_mean,critic_brief_cosine_slope,critic_brief_cosine_max,critic_brief_jaccard_mean,critic_brief_jaccard_slope,critic_self_repetition_mean,critic_novelty_mean,critic_novelty_slope,critic_klrd_slope,critic_klrd_final,critic_klrd_auc,critic_klrd_excess_slope,critic_klrd_excess_final,critic_rolestab_mean,critic_rolestab_min,critic_rolestab_slope,critic_vcv_mean,critic_vcv_max,critic_vcv_slope,critic_lz76,critic_participation_ratio,critic_top1_var,critic_effective_rank
sharded-GSM8K/1246,math,deepseek/deepseek-chat-v3-0324,1,4,725,181.25,15.500000000000007,0.5795169174671173,-0.06651617288589476,0.6971005201339722,0.19167940928568,0.008840199862207689,0.8512027859687805,0.539857170523558,-0.26052813256201957,0.22375361809841524,0.8462202867401978,1.5222187221237657,0.004432774380406685,0.01731337453102655,0.5225876420736313,0.5072098970413208,-0.007079464197158898,0.5414564907550812,0.6281355023384094,-0.04924416542053219,,2.0228331089019775,0.6546021103858948,2.3766322135925293,4,469,117.25,-1.2999999999999918,0.8001495897769928,0.020177805423736577,0.8633917570114136,0.24448065601345667,0.06521586767591814,0.8700447082519531,0.5243556056984795,-0.24336406236856042,0.23525692774656048,0.9219467969839574,1.6027312567246736,0.003876358681192917,0.05667251039915633,0.4529270529747009,0.422773540019989,-0.015473103523254404,0.509079764286677,0.5477224588394165,0.0016962736845017648,,2.8039450645446777,0.4506610929965973,2.8984997272491455,4,608,152.0,26.599999999999998,0.36587243527173996,-0.018846717476844764,0.3893806040287018,0.10863359255811234,-0.008748836291144115,0.7698221604029337,0.5731494447126991,-0.22969435055528736,0.19344044831808518,0.7656449291449955,1.3909860196739112,-0.006777716560727093,0.018249232324349385,0.584445521235466,0.44733208417892456,-0.09654303193092345,0.6566786070664724,0.8107020854949951,-0.1609375923871995,,2.0091195106506348,0.6477497816085815,2.328066349029541
sharded-GSM8K/1166,math,deepseek/deepseek-chat-v3-0324,0,7,1940,277.14285714285717,69.14285714285714,0.49218471561159405,-0.047501369246414724,0.6750599145889282,0.1300233872530679,-0.0005587864013148465,0.7843297223250071,0.4354662719606123,-0.10584490214764679,0.22800080736319342,1.5635757201417468,5.393076779957656,0.0027011601452540325,0.03177211442598815,0.47220494065965923,0.41661274433135986,-0.012092845780508881,0.6446539461612701,0.80508953332901,-0.011010784762246288,1.723308333814104,3.446869373321533,0.4711895287036896,4.390783786773682,7,1508,215.42857142857142,16.25000000000001,0.6164911261626652,-0.040631874331406186,0.8027077913284302,0.16706913546455177,-0.01083066509013033,0.7521601517995199,0.3854845511656909,-0.10714518269975218,0.2466499808904618,1.6976312968534846,5.880043604004051,0.0012348960686003258,0.036373158349971124,0.42390027216502596,0.32202446460723877,0.0237020520227296,0.6960364778836569,0.8439123034477234,0.017908123561314163,1.292481250360578,3.3290932178497314,0.4568324387073517,4.196768760681152,7,1554,222.0,39.85714285714286,0.3553494321448462,-0.000659152333225534,0.49493587017059326,0.08188122517812653,0.008169337960842502,0.7019212742646536,0.551718787092781,-0.1074544485294473,0.20115269944984143,1.4600072604747558,5.126589329238383,-0.006221071948545421,0.04837853349854471,0.46339463336127146,0.2720697820186615,0.03336432576179505,0.7649399836858114,0.91724693775177,-0.015803670883178744,1.292481250360578,3.8737857341766357,0.428059846162796,4.765302658081055
sharded-GSM8K/158,math,deepseek/deepseek-chat-v3-0324,1,8,2050,256.25,33.95238095238094,0.602858304977417,-0.010131570554914936,0.6785300374031067,0.14319839931848916,-0.003211949655736133,0.869453855923244,0.3193869563207812,-0.09694533013713846,0.2041682538178969,1.659098336171189,6.523061830550029,0.000590826048747503,0.06684975166703011,0.5059153288602829,0.42339757084846497,-0.020000939567883826,0.5076990553310939,0.5875270366668701,-0.013927400112152094,1.6042028126043453,4.627176284790039,0.3564108908176422,5.494813442230225,8,838,104.75,-0.6190476190476225,0.7883109152317047,0.0012914666107722423,0.8215072154998779,0.21046673416656514,-0.004655852769709965,0.854091329233987,0.2802342863015059,-0.08921220154306143,0.25750556577192935,2.0114750175261356,7.435032214635857,0.013009255058959963,0.12499720637791545,0.42741479352116585,0.3359445333480835,-0.010469710897831726,0.5281835879598346,0.7085064649581909,0.021457725337573463,1.6042028126043453,3.9902021884918213,0.4049510061740875,4.93159818649292,8,1770,221.25,33.16666666666666,0.20096947252750397,-0.01383661975463233,0.28970974683761597,0.06857570534602767,0.00208384547156131,0.8030881370816912,0.42840220476112234,-0.10405984968437777,0.20096250030870436,1.662532282713482,6.375289482779052,0.004046444388299677,0.12026180269236875,0.7194205224514008,0.6643621921539307,-0.0034662910870143296,0.6204990446567535,0.7353872060775757,0.03213887023074285,1.203152109453259,4.495491981506348,0.34569284319877625,5.409547805786133
sharded-GSM8K/435,math,deepseek/deepseek-chat-v3-0324,1,4,863,215.75,41.69999999999999,0.5564524978399277,-0.006285279989242581,0.5865247249603271,0.19992275160424147,0.008653266021693149,0.8572592337926229,0.47468363329583796,-0.2384448818897638,0.21799882506018908,0.8459002910132755,1.5655959868496536,-0.002030447324138089,0.010142996457856213,0.5777865201234818,0.5457504987716675,-0.026010602712631208,0.526850014925003,0.623444676399231,-0.03755965828895558,,2.342473030090332,0.5505090355873108,2.5772705078125,4,284,71.0,-14.400000000000004,0.8202578723430634,-0.0033733367919921327,0.8495873212814331,0.2137093577540572,-0.009229760072014188,0.8528926372528076,0.42798288044766913,-0.2587731777872624,0.2411564690871127,0.9647248740832238,1.8095267773678585,-0.007505583176751009,0.021439624640498645,0.4105122908949852,0.3611113131046295,-0.024883660674095136,0.5302205085754395,0.6900321841239929,0.13066098093986514,,2.3893685340881348,0.5633559226989746,2.6492795944213867,4,761,190.25,-3.299999999999991,0.4926503673195839,0.087040451169014,0.5768285989761353,0.14259153127749108,0.014489215793395988,0.8092390696207682,0.5311222500696184,-0.24918072960178228,0.21138035274361008,0.8072618573415752,1.4308331551850157,0.0046231639904804524,0.031460697644154045,0.5008997321128845,0.4172006845474243,-0.04280414581298829,0.6121293703715006,0.7282457947731018,-0.08167648315429694,,2.7529561519622803,0.44443732500076294,2.861302375793457
sharded-GSM8K/1190,math,deepseek/deepseek-chat-v3-0324,0,8,5383,672.875,100.15476190476186,0.5109244240447879,-0.08233941390755634,0.7382532954216003,0.09774210320071924,-0.01936346777959237,0.7574722937175206,0.329672822649388,-0.11203018919754795,0.23825916679668105,1.8821947353034392,6.314713733320872,0.0336018333113202,0.26072441148699466,0.4481946639716625,0.3190770149230957,-0.031115442869209132,0.6394012527806419,1.218300700187683,0.03581721548523222,1.6042028126043453,2.5245118141174316,0.5870378017425537,3.5685460567474365,8,6862,857.75,-46.78571428571436,0.3437760933302343,0.006833104815866262,0.6391966342926025,0.06668314983050057,-0.0021911321949679105,0.6988706418446132,0.48604439660343857,-0.16885040796821163,0.2676887871302915,2.2346276488188623,7.667142499205376,0.012890719813850825,0.25005120087287724,0.3422013036906719,0.23163217306137085,-0.012961694527240062,0.6132019396339145,1.317317247390747,-0.05397028901747293,1.6042028126043453,2.4065499305725098,0.5556356310844421,2.969982624053955,8,4202,525.25,110.54761904761902,0.3764665243215859,-0.0415572425173152,0.5673871040344238,0.08229088253867425,-0.00763696995295765,0.6970126075404031,0.36183453454485764,-0.09427292914876138,0.23785538490606584,1.850524125214372,6.0319632660049525,0.03572883604187076,0.21007196029283515,0.5493331793695688,0.22119583189487457,-0.06775095296047985,0.7456160187721252,1.2363455295562744,0.0678106418677739,1.6042028126043453,3.9254038333892822,0.40708887577056885,5.00156307220459
sharded-GSM8K/14,math,deepseek/deepseek-chat-v3-0324,1,5,1395,279.0,49.50000000000001,0.7063004970550537,0.017526680231094247,0.7681934237480164,0.18361197361197362,0.012654642654642634,0.9133716970682144,0.3656365499493499,-0.21016501367378573,0.21692159373530487,1.0446469909159293,2.4307021694475774,-0.0006531901590128296,0.003814041852469474,0.4760596513748169,0.4345734715461731,-0.010180670022964551,0.3997608423233032,0.5630408525466919,-0.03640155792236333,1.5,2.571065664291382,0.5233479738235474,2.9983620643615723,5,632,126.4,3.299999999999991,0.7556113600730896,0.02316699624061577,0.8376750946044922,0.21597721391693012,0.040092761358395256,0.8548365533351898,0.3790292353823088,-0.1995689655172415,0.2779075635893461,1.3437844689111647,3.0028296176968943,0.017574185529588487,0.08524229616332679,0.3823812007904053,0.35562899708747864,0.007333895564079266,0.5294050574302673,0.6767246723175049,-0.02153536081314079,1.5,2.7363264560699463,0.5143610239028931,3.1749870777130127,5,697,139.4,-2.1000000000000214,0.41347773671150206,0.09093935787677766,0.6475504636764526,0.11995324936501409,0.032298747004629355,0.8142444044351578,0.5298900491400491,-0.14002272727272735,0.21788445104862733,1.0690426456606352,2.5980271412144758,0.00034231094954031093,0.029678308473577664,0.5213247060775756,0.4507508873939514,-0.031164872646331818,0.5870496556162834,0.8517062664031982,0.03239060938358309,1.5,2.2193236351013184,0.6335614919662476,2.8314719200134277
sharded-GSM8K/237,math,deepseek/deepseek-chat-v3-0324,1,5,713,142.6,23.299999999999997,0.607607364654541,-0.06035451292991645,0.7516433000564575,0.1712323129673876,0.0039545063145809195,0.7522556483745575,0.5590788367048825,-0.1672694140734512,0.21374021448726363,1.1155537174639134,2.7309107889198483,-0.016412949869403667,0.012874670134757071,0.44966384768486023,0.3387228548526764,0.012496024370193462,0.6981880217790604,0.8084383010864258,-0.03823480010032653,1.5,2.908831834793091,0.49233344197273254,3.334129571914673,5,105,21.0,6.900000000000001,0.35335345566272736,0.04185131192207334,0.7006606459617615,0.02994120307553143,0.008909995477159658,0.5238070264458656,0.5796610169491525,-0.0768361581920905,0.30580571918702965,1.5686233264559106,3.8427298546107647,0.00098501341047597,0.12872474706433334,0.422334748506546,0.4056086540222168,0.0006305396556853813,0.9422638714313507,1.2265862226486206,0.19372084140777582,1.5,2.728868007659912,0.5396023988723755,3.2544302940368652,5,637,127.4,18.5,0.45378662943840026,0.0194257169961929,0.5120773315429688,0.11100870880189531,0.011312062971209798,0.6840501129627228,0.5618714913437781,-0.1372545181705488,0.1959343770029543,0.9694161507580373,2.351319706362419,-0.003124596517136774,0.03620612154398273,0.6462323546409607,0.5195357203483582,-0.02946560382843029,0.784489318728447,0.9901014566421509,0.03025876879692085,1.5,3.207883596420288,0.4054900109767914,3.5214016437530518
sharded-GSM8K/215,math,deepseek/deepseek-chat-v3-0324,1,4,725,181.25,63.5,0.6285888850688934,0.030378770828247015,0.690384566783905,0.10754174746821805,-0.004767614738202975,0.858461876710256,0.5036393696551469,-0.17980642588161103,0.22382979915433857,0.8344135157644593,1.5263369495123187,0.004961224287036641,0.00711720211407052,0.4642889276146889,0.35937365889549255,-0.04313530623912812,0.528917650381724,0.6103683710098267,-0.06246680021285998,,2.3888914585113525,0.5530328750610352,2.632370948791504,4,536,134.0,19.999999999999996,0.7832383513450623,0.04242259263992313,0.8550330996513367,0.19983889350086534,0.007647282295169626,0.8312262694040934,0.49859527851887786,-0.20281752769019332,0.26532372233341067,1.0027636726077132,1.8010468898456855,0.01017799927892929,0.027192631712218196,0.41567035019397736,0.3301226794719696,-0.042695295810699405,0.5779655575752258,0.6615445613861084,-0.06467479467391966,,2.4940543174743652,0.5263500809669495,2.704289436340332,4,603,150.75,44.3,0.3641643822193146,-0.017234885692596475,0.41139960289001465,0.03861065498996533,-0.0014230979748221131,0.8527233401934305,0.598859126984127,-0.15343253968253967,0.19517655129443476,0.7962603848224666,1.4630169012148517,-0.014715072716156357,0.011676298695046938,0.66306172311306,0.637133002281189,0.002565711736679096,0.5365973512331644,0.6307283043861389,0.04196363687515271,,2.4428699016571045,0.544189989566803,2.6761934757232666
sharded-GSM8K/621,math,deepseek/deepseek-chat-v3-0324,0,6,3369,561.5,195.17142857142852,0.6718892256418864,-0.03934409958975655,0.8655341863632202,0.1278715455021869,-0.019976952271308333,0.8307154417037964,0.4875473334317366,-0.17434244394655063,0.28487790775969846,1.6784518348962116,4.711862683405304,-0.0014235091847115537,-0.026342592714293733,0.3426787108182907,0.23417076468467712,0.017126188107899253,0.5508604228496552,0.7751372456550598,-0.10592725872993479,1.3931568569324173,2.9030392169952393,0.5075151920318604,3.547837495803833,6,4245,707.5,159.91428571428565,0.5441476156314214,-0.010667660406657616,0.6383172869682312,0.13911485076344363,-0.014937744837148879,0.8557663321495056,0.36578260097812126,-0.1773422497157119,0.2987871290927345,1.749914209282323,5.000735320667836,0.0036519976200127327,0.011509534329170013,0.3793112536271413,0.33587539196014404,-0.02771161454064506,0.5250426471233368,0.7435137629508972,-0.06470959484577189,1.3931568569324173,3.0244879722595215,0.5053578615188599,3.7526698112487793,6,1324,220.66666666666666,42.9142857142857,0.45567426085472107,0.04844934940338134,0.5559738278388977,0.08759344665241216,0.0024890392052381504,0.722778046131134,0.5513911207981007,-0.11887539968754786,0.2831133447442566,1.6707870402509621,4.821529824983479,0.0026087376285220776,0.036765907878348436,0.3306800176699956,0.27736249566078186,-0.020580260242734617,0.7336645126342773,0.9559562802314758,-0.06063812971115125,1.3931568569324173,3.419969081878662,0.4555211663246155,4.065539360046387
sharded-GSM8K/968,math,deepseek/deepseek-chat-v3-0324,0,9,5749,638.7777777777778,30.149999999999995,0.6423159307903714,-0.00472956101099646,0.75065016746521,0.20628195133646451,0.002140560933204797,0.8152794167399406,0.2678767235174313,-0.051073214599083434,0.18751935949182924,1.680915714724773,7.97568830532302,0.011153549942458763,0.12376686438818907,0.4703852766089969,0.3969504237174988,-0.010774877667427045,0.6020360998809338,0.712801992893219,-0.004719730998788533,1.875,4.642401695251465,0.3548978567123413,5.838484764099121,9,2030,225.55555555555554,16.150000000000006,0.757155093881819,0.004009947180747989,0.8085218071937561,0.21847046697637335,0.0040030314130841,0.8302701264619827,0.37042043599319585,-0.08181252290524267,0.2466975793720885,2.2019649533724017,9.433971201830566,0.01323858171033666,0.15060033679131157,0.4463508096006181,0.3619460463523865,-0.019087821245193447,0.5683429911732674,0.8008906841278076,0.0008290126210167162,1.5,4.651992321014404,0.36401882767677307,5.939917087554932,9,3675,408.3333333333333,18.200000000000014,0.5493216746383243,-0.015718480447928094,0.6678391695022583,0.13352966025331808,0.0027002896061435445,0.7475547716021538,0.39861021652931483,-0.06728257838788254,0.1703549593188375,1.5493550249985721,6.659820746306775,0.016520794216454304,0.18284374485513255,0.49213922023773193,0.3579217195510864,-0.014538970589637703,0.6957088634371758,0.9293022751808167,0.04666201202642347,1.125,4.982255935668945,0.33528080582618713,6.123457431793213
